sedol,country,marketclass,security,industry,weightchange,excessvolume,pricechangepercent
6387406,KOREA,EMSC,SK MATERIALS CO,Materials,0.78846485,-0.262888474,0.010526316
B3W1335,JAPAN,DMSC,SOGO MEDICAL CO,Food & Staples Retailing,0.788545991,0.20705696,-0.023346304
6898908,FRANCE,DM,BIC,Commercial & Professional Services,0.788889967,0.265195642,-0.008791209
BW0DD81,USA,DM,LAS VEGAS SANDS CORP,Consumer Services,0.789100142,-0.24350331,0.001201923
6140290,NORWAY,DMSC,SEADRILL LTD,Energy,0.789467198,0.079127949,0.019163763
6400132,GREECE,EM,FF GROUP,Retailing,0.790060868,-1,0
BYW83K0,JAPAN,DMSC,CHIYODA CORP,Capital Goods,0.790933734,1.053918936,0
B3XH0P3,GERMANY,DMSC,STROEER,Media,0.791417702,-0.051758979,0.004237288
BP4JH17,SOUTH AFRICA,EM,DISCOVERY HOLDINGS,Insurance,0.791577561,0.855960179,0.010791367
BH0W286,SPAIN,DMSC,CONSTRUCCIONES Y AUX FER,Capital Goods,0.792131699,-0.072382046,0.015957447
6491998,TURKEY,EM,AKBANK,Banks,0.792478496,1.524017244,0.002364066
BVG6VT4,FRANCE,DMSC,DERICHEBOURG,Commercial & Professional Services,0.792794372,0.97019931,0.03255814
BYZZQ98,KOREA,EM,NH INVESTMENT & SEC,Diversified Financials,0.792972839,0.714878101,-0.054545455
B8W3S31,INDIA,EMSC,DCB BANK,Banks,0.793538265,-0.033723383,-0.006116208
BD8CRN0,JAPAN,DM,KOSE CORPORATION,Household & Personal Products,0.793646021,0.58044401,0.065719361
6520289,USA,DMSC,ALTISOURCE PORTFOLIO SOL,Real Estate,0.793662496,-0.092116541,-0.014681892
6536156,JAPAN,DMSC,JINS,Retailing,0.793714321,0.015777066,0
BBMR4Z8,CHINA,EMSC,SINO OIL AND GAS HLDGS,Energy,0.793992675,-0.509970953,-0.020979021
BYNMJB4,JAPAN,DMSC,ARIAKE JAPAN CO,Food Beverage & Tobacco,0.79434173,-0.518368682,0.083333333
BVDPCM4,CHINA,EM,SMIC,Semiconductors & Semiconductor Equipment,0.794484885,-0.811816992,-0.008130081
B58YWF7,CHINA,EMSC,TONGDA GROUP (CN),Technology Hardware & Equipment,0.795341117,3.777872695,0.018276762
BT9PQP5,GERMANY,DM,METRO STAMM,Food & Staples Retailing,0.795365581,-0.267293757,-0.019047619
6123127,BRAZIL,EM,ITAU UNIBANCO PN,Banks,0.796297811,1.973806549,0.012195122
B092QP3,THAILAND,EMSC,SVI PCL,Technology Hardware & Equipment,0.797185832,0.994033864,0.041666667
B676TW7,USA,DMSC,SUCAMPO PHARMA A,"Pharmaceuticals, Biotechnology & Life Sciences",0.797235023,1.428831251,0
BYX33P9,USA,DMSC,DOLBY LABORATORIES A,Technology Hardware & Equipment,0.799525007,-0.606287993,0.019292605
B0Q74D5,JAPAN,DMSC,CHUDENKO CORP,Capital Goods,0.799583949,1.501920816,0
B03S8Z1,SWEDEN,DMSC,FASTIGHETS AB BALDER B,Real Estate,0.79973221,-0.516187386,-0.016393443
BKRCQQ6,INDIA,EM,HINDALCO INDUSTRIES,Materials,0.800237486,1.201206974,-0.000619771
6659116,UNITED KINGDOM,DMSC,SHAWBROOK GROUP,Banks,0.800637815,0.882162794,-0.022727273
B01RQM3,HONG KONG,DMSC,FAR EAST CONSORTIUM,Real Estate,0.800806026,-0.500655188,-0.025
B1WMLF2,BRAZIL,EM,KLABIN UNIT,Materials,0.800869428,-0.19855074,-0.00461361
BYQ7K79,JAPAN,DM,NOK CORP,Automobiles & Components,0.80131005,-0.490204981,0.012539185
B0PVBN7,KOREA,EMSC,SAMKWANG GLASS,Materials,0.801480219,0.019115873,0.018292683
BD5BP92,BRAZIL,EMSC,CIA SANEAMENTO PARANA PN,Utilities,0.801678846,0.047835981,-0.010526316
BQV68C6,CHINA,EMSC,CHINA BEIDAHUANG IND,Retailing,0.801832987,0.017106965,0.033980583
B1VMDH9,JAPAN,DMSC,MAEDA KOSEN CO,Capital Goods,0.802018235,0.371745788,0.004545455
BYTBQY7,SINGAPORE,DM,GLOBAL LOGISTIC PROP,Real Estate,0.802171858,-0.154475298,0.003389831
6003401,MEXICO,EMSC,CONSORCIO ARA,Consumer Durables & Apparel,0.802566513,-0.03704877,-0.002702703
6660022,UNITED ARAB EMIRATES,EMSC,ORASCOM CONSTRUCTION,Capital Goods,0.802742276,0.078784314,-0.009433962
6806633,USA,DM,LIBERTY SIRIUSXM C,Media,0.802806784,-0.200645098,-0.018050542
B61X7R5,INDIA,EMSC,INDIA CEMENTS,Materials,0.80284963,1.00977845,0.01981982
6856995,BRAZIL,EMSC,ALIANSCE SHOPPING ON,Real Estate,0.80316328,0.037495685,-0.007604563
BNC9DC8,TAIWAN,EMSC,SANYANG INDUSTRIAL CO,Automobiles & Components,0.804189825,-0.495237051,0.005
6859789,USA,DMSC,PHIBRO ANIMAL HEALTH A,"Pharmaceuticals, Biotechnology & Life Sciences",0.804368022,0.098504146,0
6222217,FRANCE,DMSC,TARKETT,Capital Goods,0.804485432,-0.392419347,0.023504274
B1KR438,KOREA,EMSC,GENEXINE CO LTD,"Pharmaceuticals, Biotechnology & Life Sciences",0.804988314,0.062741801,-0.00990099
BYZD993,CHINA,EMSC,AJISEN CHINA HLDGS,Consumer Services,0.805576248,0.066192762,0.044776119
B87ZDH1,SWITZERLAND,DMSC,SWISSQUOTE GROUP HOLDING,Diversified Financials,0.805845414,-0.053236719,0.005136986
6039558,INDIA,EMSC,ENDURANCE TECHNOLOGIES,Automobiles & Components,0.8066638,0.308643227,0.002304147
BMP25L0,FRANCE,DMSC,AIR FRANCE-KLM,Transportation,0.808350672,-0.525484904,-0.011363636
6905745,JAPAN,DMSC,OSAKA SODA CO,Materials,0.808434377,0.344708274,-0.022140221
B1P70H9,RUSSIA,EMSC,AEROFLOT (RUB),Transportation,0.809022307,-0.151602474,0.031809145
B28XTQ3,AUSTRALIA,DMSC,WESTGOLD RESOURCES,Materials,0.809184839,-0.233739997,-0.017402945
BYX9N02,CHINA,EMSC,HC INTERNATIONAL,Software & Services,0.810761415,-0.248184679,-0.0625
6527031,BRAZIL,EMSC,AREZZO IND E COMERCIO ON,Consumer Durables & Apparel,0.810979666,-0.346216004,-0.016326531
6928560,EGYPT,EMSC,PALM HILLS DEVELOPMENTS,Real Estate,0.811157937,-0.257298659,0.001687764
B05NXN7,KOREA,EMSC,KOREA UNITED PHARM,"Pharmaceuticals, Biotechnology & Life Sciences",0.811788364,-0.079357435,-0.00390117
BV8NTV1,USA,DMSC,LADENBURG THALMANN FINL,Diversified Financials,0.812007777,-0.427624826,0.022044088
B011Y09,GERMANY,DMSC,PATRIZIA IMMOBILIEN,Real Estate,0.812177807,0.684484179,-0.001468429
BJMZDW8,USA,DMSC,THIRD POINT REINSURANCE,Insurance,0.812365643,-0.327854736,0.032
4058629,JAPAN,DMSC,EDION CORP,Retailing,0.813269055,0.013081509,0.004997224
BBR67J5,JAPAN,DMSC,HOUSE FOODS GROUP,Food Beverage & Tobacco,0.813739923,0.740444743,0.009097271
BGHQ198,SPAIN,DMSC,MEDIASET ESPANA COM,Media,0.813768593,1.479228758,0.022058824
BLP5857,SINGAPORE,DMSC,MIDAS HOLDINGS,Materials,0.813865095,-0.051945091,0.0051059
BJ34P51,TAIWAN,EM,YULON MOTOR CO,Automobiles & Components,0.814440903,0.112711791,-0.007575758
4491235,INDIA,EMSC,GAYATRI PROJECTS,Capital Goods,0.815301247,-0.346937639,-0.011059465
B1YC2Y6,TAIWAN,EM,FORMOSA CHEMICALS FIBRE,Materials,0.816033522,1.818005768,0.0082397
BWB8X52,SINGAPORE,DMSC,KEPPEL REIT,Real Estate,0.816640578,-0.153361092,0.010830325
B1RR828,TAIWAN,EM,ZHEN DING TECHNOLOGY,Technology Hardware & Equipment,0.816701543,-0.577896527,-0.001792829
B034CL3,USA,DMSC,ENDURANCE INTERNATIONAL,Software & Services,0.816946052,-0.138941994,-0.025406758
B0Z7M21,KOREA,EMSC,UNID CO,Materials,0.8173313,-0.30255273,-0.024668705
6013154,EGYPT,EMSC,SIX OF OCTOBER DEV & INV,Real Estate,0.818610987,-0.089116512,0.005730659
B18MCB9,USA,DMSC,SUN BANCORP NEW JERSEY,Banks,0.819072587,-0.224141698,-0.008351893
B298B27,TAIWAN,EMSC,CHIMEI MATERIALS TECH,Technology Hardware & Equipment,0.819817514,0.809403133,-0.003879191
6089724,USA,DMSC,REV GROUP,Capital Goods,0.821197481,0.565572993,-0.011771995
B1KZR22,MEXICO,EM,FEMSA UNIT UBD,Food Beverage & Tobacco,0.821489293,-0.253527716,0.011135857
B1NV2H7,HONG KONG,DMSC,TOWN HEALTH INTL MED GRP,Health Care Equipment & Services,0.82219198,-0.401564106,0.01295045
B796245,HONG KONG,DMSC,MASON FINANCIAL HOLDINGS,Diversified Financials,0.82219198,-0.14544348,0
B23WQK8,NETHERLANDS,DMSC,VTTI ENERGY PARTNERS,Energy,0.822281629,-0.141096011,0
6200600,JAPAN,DMSC,JAPAN AVIATION ELECTRS,Technology Hardware & Equipment,0.822851423,0.34410325,-0.032845579
BQT3XY6,KOREA,EMSC,CELL BIOTECH,"Pharmaceuticals, Biotechnology & Life Sciences",0.822920569,0.207500205,0.000408247
6266301,USA,DM,HORMEL FOODS CORP,Food Beverage & Tobacco,0.823146264,0.063431008,-0.011464968
6219640,TAIWAN,EMSC,CENTER LABORATORIES,"Pharmaceuticals, Biotechnology & Life Sciences",0.823485973,-0.51006836,0.022148525
6262020,JAPAN,DMSC,YONDOSHI HOLDINGS,Consumer Durables & Apparel,0.824885139,-0.279234516,0.014111007
6632140,BRAZIL,EM,SUZANO PAPEL E CELU PN A,Materials,0.825125884,-0.036511377,-0.015496809
6298821,PAKISTAN,EMSC,FEROZESONS LABORATORIES,"Pharmaceuticals, Biotechnology & Life Sciences",0.825167099,-0.401979538,-0.016454082
6123815,SOUTH AFRICA,EMSC,NORTHAM PLATINUM,Materials,0.825591864,0.558912038,0.011219512
6348425,JAPAN,DMSC,AISAN INDUSTRY CO,Automobiles & Components,0.82571596,0.496489411,0.005369128
6585396,FINLAND,DM,FORTUM CORP,Utilities,0.825742279,-0.258729042,0.001740644
6410700,JAPAN,DMSC,OSAKA TITANIUM TECH CO,Materials,0.826160434,-0.281045752,-0.011379801
BD04HH8,BRAZIL,EMSC,GAEC EDUCACAO ON,Consumer Services,0.826754318,0.104262384,0.008424182
6889678,SWEDEN,DMSC,HUFVUDSTADEN A,Real Estate,0.826789121,-0.349903761,0.001971489
6451271,AUSTRALIA,DMSC,PREMIER INVESTMENTS,Retailing,0.827348186,-0.013816686,0.004474517
B0LNCS9,USA,DMSC,TAYLOR MORRISON HOME A,Consumer Durables & Apparel,0.827475537,-0.227059619,-0.004636785
6475884,CHILE,EMSC,SONDA,Software & Services,0.828485184,-0.421452088,-0.022680635
6477073,USA,DMSC,GLOBAL EAGLE ENTMT,Media,0.82853717,-0.397161025,-0.023491479
BV8WW64,TURKEY,EM,TURKIYE GARANTI BANKASI,Banks,0.828600022,-0.399103908,0.008194999
BWFRFD7,USA,DMSC,QUAD GRAPHICS A,Commercial & Professional Services,0.828925772,-0.105162045,-0.017595308
6747754,GERMANY,DMSC,XING,Software & Services,0.829315811,0.044821653,-0.009969325
B2473R8,KOREA,EMSC,DONGKUK STEEL MILL CO,Materials,0.829473003,0.386692074,-0.001676914
6565310,MEXICO,EMSC,PROLOGIS PROPERTY MEXICO,Real Estate,0.829918036,2.269517778,-0.00916442
6577876,FINLAND,DMSC,OUTOKUMPU,Materials,0.830036958,-0.472990667,-0.004725473
6509062,JAPAN,DMSC,SEPTENI HOLDINGS CO,Media,0.830155627,-0.089193808,0.007268951
6621966,KOREA,EMSC,YUNGJIN PHARMACEUTICAL,"Pharmaceuticals, Biotechnology & Life Sciences",0.830932787,0.213659846,-0.018645731
BSHZ401,ISRAEL,DMSC,SAPIENS INTL CORP,Software & Services,0.832916957,0.191037577,0.177777778
6362652,UNITED KINGDOM,DMSC,VIRGIN MONEY HOLDINGS,Banks,0.832999697,-0.187106122,-0.00997009
B1S0581,USA,DMSC,HEARTLAND EXPRESS,Transportation,0.833357045,-0.349506317,-0.0085639
2661784,KOREA,EMSC,MERITZ FIRE & MARINE INS,Insurance,0.833491512,-0.353333231,0.00196574
6374420,JAPAN,DMSC,ATEAM,Software & Services,0.834298861,-0.01896479,0.024033438
B1L3K60,MALAYSIA,EMSC,EASTERN & ORIENTAL BHD,Real Estate,0.835745011,-0.43140359,-0.004581152
6460590,BRAZIL,EM,GERDAU PN,Materials,0.836504706,-0.396040575,-0.014916468
2494548,TAIWAN,EM,VANGUARD INTL SC,Semiconductors & Semiconductor Equipment,0.836522976,-0.439592446,-0.003959276
B3CR162,JAPAN,DMSC,J-OIL MILLS,Food Beverage & Tobacco,0.837274325,0.100362033,-0.027027027
B1NYV46,POLAND,EM,EUROCASH,Food & Staples Retailing,0.837498446,-0.38187026,-0.006864989
6687849,SOUTH AFRICA,EMSC,HOSKEN CONS INVESTMENTS,Capital Goods,0.837643687,0.354894284,0.00198939
BTF8CZ0,HONG KONG,DM,WH GROUP,Food Beverage & Tobacco,0.838232145,-0.243040115,0.002739726
6151292,CHINA,EMSC,YIP'S CHEMICAL HOLDINGS,Materials,0.838259927,-0.021834432,-0.039852646
6860543,THAILAND,EMSC,BEAUTY COMMUNITY,Retailing,0.838622566,-0.074338959,0.013471503
B5N90N1,KOREA,EMSC,EUGENE CORPORATION,Materials,0.838834608,-0.387137834,0.000755572
6304115,AUSTRALIA,DMSC,PACT GROUP HOLDINGS LTD,Materials,0.839411593,0.038147567,0.001084935
6320605,ITALY,DM,ATLANTIA,Transportation,0.840247585,-0.440398657,0.008459679
BFZCHN7,HONG KONG,DMSC,VALUE PARTNERS,Diversified Financials,0.840404682,0.096193753,-0.014046823
5499131,TAIWAN,EMSC,LEE CHANG YUNG CHEM IND,Materials,0.84074671,-0.187581278,0.004778157
5728125,KOREA,EMSC,HUMEDIX,"Pharmaceuticals, Biotechnology & Life Sciences",0.841520298,0.214266788,0.016061453
B14NJ71,USA,DMSC,GMS,Capital Goods,0.842288531,-0.176600561,0.000789266
BLLJ381,KOREA,EM,HYUNDAI GLOVIS CO,Transportation,0.842479216,-0.201493029,-0.016493056
B118XB1,CHINA,EMSC,CHINA NT PHARMA GROUP,Health Care Equipment & Services,0.843257784,4.062178177,-0.007751938
B1JMNT3,JAPAN,DMSC,FUJICCO CO,Food Beverage & Tobacco,0.843341766,-0.167759136,0.002767017
7376544,UNITED KINGDOM,DMSC,JRP GROUP,Insurance,0.843994928,-0.473256376,-0.007155635
4063980,USA,DMSC,WORKIVA A,Software & Services,0.8442838,0.191271188,0.012582781
5256206,INDIA,EMSC,JAIN IRRIGATION SYSTEMS,Capital Goods,0.845663111,0.017881027,0.002777778
B019M65,ITALY,DMSC,AUTOGRILL,Consumer Services,0.846093675,-0.259617344,-0.022739578
BXRTMD7,USA,DMSC,NEW RELIC,Software & Services,0.846293733,-0.051711294,-0.065304487
B1HKSV6,POLAND,EMSC,ENEA POLAND,Utilities,0.846850026,-0.140533829,-0.015331545
7242087,JAPAN,DMSC,NICHIIGAKKAN CO,Health Care Equipment & Services,0.84706844,-0.104113856,-0.025129983
BYWP840,MEXICO,EMSC,GRUPO AERO CENTRO NOR. B,Transportation,0.84721793,-0.22040624,0.002728513
BDJ0CR2,ITALY,DMSC,SAFILO,Consumer Durables & Apparel,0.847324635,-1,0
4115223,FRANCE,DMSC,FAURECIA,Automobiles & Components,0.847396103,-0.053193298,-0.021726701
BYMD5K9,GERMANY,DMSC,DRAEGERWERK VORZUG,Health Care Equipment & Services,0.847440093,-0.136207192,-0.026685393
5808135,ISRAEL,DMSC,BLUE SQUARE REAL ESTATE,Real Estate,0.847630041,0.418243501,-0.015372168
7144097,FRANCE,DM,THALES,Capital Goods,0.84789745,-0.155149259,0.005231037
4116099,AUSTRALIA,DMSC,MESOBLAST,"Pharmaceuticals, Biotechnology & Life Sciences",0.847989007,-0.404375679,-0.025044723
B7K6D18,JAPAN,DMSC,FUJITA KANKO,Consumer Services,0.848231679,-0.53786707,-0.015015015
5782206,KOREA,EMSC,GREEN CROSS CORP,"Pharmaceuticals, Biotechnology & Life Sciences",0.848242158,-0.284493429,0.000866176
5782284,UNITED KINGDOM,DMSC,IBSTOCK,Materials,0.848312711,-0.407354527,0.001495886
4103518,KOREA,EMSC,ALUKO CO,Capital Goods,0.848354969,-0.351112565,-0.015249538
4731027,SOUTH AFRICA,EM,TELKOM SA SOC,Telecommunication Services,0.849359362,-0.179206942,0.005882353
7148624,JAPAN,DM,SEIBU HOLDINGS,Capital Goods,0.84973684,-0.148364623,-0.003898635
BNGN809,SINGAPORE,DMSC,OUE HOSPITALITY TRUST,Real Estate,0.849951352,0.273661384,-0.034114053
4162371,KOREA,EM,KOREAN AIR CO,Transportation,0.850144713,0.281607213,0.005212211
7135251,JAPAN,DMSC,NISSIN KOGYO CO,Automobiles & Components,0.850870186,-0.173553746,0.009767092
BZBZT34,USA,DMSC,INTL SPEEDWAY CORP A,Consumer Services,0.85106678,-0.407835588,-0.019075145
4253350,TAIWAN,EMSC,KUOYANG CONSTRUCTION,Real Estate,0.851139002,-0.197489802,-0.020078568
4253372,ISRAEL,DMSC,HAREL INSURANCE INV,Insurance,0.851234917,-0.30981882,0.007742704
B14P8W5,USA,DMSC,SAUL CENTERS,Real Estate,0.851468644,0.052910614,-0.00271423
BZ4CMZ5,HONG KONG,DMSC,CHINA GOLDJOY GROUP (CN),Technology Hardware & Equipment,0.851484595,-0.104230289,0.002415459
7169517,CANADA,DMSC,WINPAK,Materials,0.851515245,-0.258780785,0.004748982
5932012,HONG KONG,DMSC,SITC INTL HOLDINGS,Transportation,0.852016059,0.078507772,0.007075472
B234WN9,COLOMBIA,EM,BANCOLOMBIA PREF,Banks,0.852149772,-0.238695682,0.00363901
B0149Z8,KOREA,EMSC,HMC INV SECURITIES,Diversified Financials,0.853486915,-0.159505368,0.015296367
BYT1H44,CHINA,EMSC,CHINA FIRST CAPITAL GRP,Automobiles & Components,0.853971099,-0.110271961,0.007733692
BD0CRV6,JAPAN,DM,YAKULT HONSHA CO,Food Beverage & Tobacco,0.855210365,0.273165345,0.005898123
5337093,USA,DMSC,NATIONAL GENERAL HLDGS,Insurance,0.857049293,-0.166218586,0.009205021
B08QZ48,INDONESIA,EMSC,RAMAYANA LESTARI SENTOSA,Retailing,0.858095102,0.138637384,-0.003888025
7315440,KOREA,EMSC,LOTTE FOOD CO,Food Beverage & Tobacco,0.858258779,0.949995223,0.006705784
BH89L26,KOREA,EMSC,KWANGJU BANK,Banks,0.858578912,-0.058942,0.022126282
BNG63V4,ISRAEL,DMSC,SHIKUN & BINUI,Capital Goods,0.858974255,-0.013456797,0.022033898
BNGN9Z1,JAPAN,DM,TOYOTA INDUSTRIES CORP,Automobiles & Components,0.859244459,-0.400306218,0.006772009
5836200,TAIWAN,EMSC,NIEN HSING TEXTILE CORP,Consumer Durables & Apparel,0.860133695,-0.345168085,0.010550996
B044JP5,KOREA,EMSC,LS INDUSTRIAL SYSTEMS CO,Capital Goods,0.860356844,-0.340261323,-0.005818182
7598003,CHINA,EM,FAR EAST HORIZON,Diversified Financials,0.860853848,0.058479262,0.015950069
B05QNL4,TAIWAN,EMSC,UPC TECHNOLOGY CORP,Materials,0.861014701,0.113677866,0.004247573
4557999,TAIWAN,EM,FENG TAY ENTERPRISE CO,Consumer Durables & Apparel,0.861595865,-0.006962665,0.000628931
BZ0P4R4,JAPAN,DMSC,TENMA CORP,Materials,0.862000244,0.45469857,0.046626984
5161407,HONG KONG,DMSC,LIU CHONG HING INV,Real Estate,0.863578367,-0.016345102,-0.01286417
4783211,GERMANY,DM,BMW STAMM,Automobiles & Components,0.86375074,-0.134139808,0.015137181
BD2Z8S7,JAPAN,DMSC,SAIZERIYA CO,Consumer Services,0.864672276,0.464867417,0.021239705
7264809,GERMANY,DM,LUFTHANSA,Transportation,0.865181994,1.074315537,-0.007476636
4726993,KOREA,EM,S1 CORPORATION,Commercial & Professional Services,0.865481114,-0.556578947,0.015567766
BBGTNT7,JAPAN,DMSC,KEIHIN CORP,Automobiles & Components,0.865681684,1.444082351,0.016348774
B0B87F6,CHINA,EMSC,FANG HOLDINGS ADR,Software & Services,0.866121539,-0.383470772,-0.005048187
5077946,JAPAN,DMSC,DAIKYONISHIKAWA CORP,Automobiles & Components,0.866343244,-0.510086216,-0.045108696
BGLP232,JAPAN,DMSC,EN-JAPAN,Commercial & Professional Services,0.866523104,-0.335466644,-0.004591368
BW0D7R8,KOREA,EMSC,KIWOOM SECURITIES CO,Diversified Financials,0.866585531,-0.142250444,-0.003943218
B15CPD5,NORWAY,DMSC,AKASTOR,Energy,0.867166867,0.109436709,-0.027513757
BSM8WL2,KOREA,EMSC,MIRAE ASSET LIFE INS,Insurance,0.867192052,-0.167572898,0.009777778
B07DRZ5,CHINA,EMSC,CHINA WATER AFF GRP (CN),Utilities,0.867412293,3.942106917,0.014447592
4784311,KOREA,EMSC,BYUCKSAN CORPORATION,Capital Goods,0.867837089,0.248700525,-0.00508762
B0N64J1,AUSTRALIA,DMSC,DONACO INTERNATIONAL,Consumer Services,0.868160718,-0.267453685,-0.011887073
B09MRX8,HONG KONG,DMSC,TRULY INTL HOLDINGS (HK),Technology Hardware & Equipment,0.868262495,-0.01999279,0.009463722
B5VZ053,USA,DMSC,FORUM ENERGY TECH INC,Energy,0.868333328,0.036879022,-0.004008016
B04F679,KOREA,EMSC,PARADISE CO,Consumer Services,0.868696561,0.101449912,0.072709163
7307425,BRAZIL,EMSC,SMILES ON,Media,0.868988581,0.27643808,0.013238289
4820668,INDONESIA,EM,TELEKOMUNIKASI INDONESIA,Telecommunication Services,0.86902312,0.351743031,-0.012512031
B0NN179,JAPAN,DMSC,BELC CO,Food & Staples Retailing,0.869522499,0.202787446,0.007922535
BD9Y5C0,NEW ZEALAND,DMSC,GENESIS ENERGY,Utilities,0.869823182,4.060501803,0.033566434
4643735,UNITED KINGDOM,DM,SCHRODERS,Diversified Financials,0.870086138,-0.204360051,-0.013809911
7622225,INDIA,EMSC,KARNATAKA BANK,Banks,0.871811088,-0.360980234,-0.032796318
B7SF135,JAPAN,DMSC,AMUSE,Media,0.872260962,-0.267554799,-0.010672359
B4YC9W4,TAIWAN,EMSC,NAN LIU ENTERPRISE,Consumer Durables & Apparel,0.87286141,-0.399245551,-0.02626421
B1Y0SZ3,NORWAY,DMSC,AKER SOLUTIONS,Energy,0.873236034,-0.563349021,0.010869565
6804165,AUSTRALIA,DMSC,ABACUS PROPERTY GROUP,Real Estate,0.874219963,-0.089867742,-0.010204082
6496045,FRANCE,DMSC,SPIE,Commercial & Professional Services,0.874406507,0.059936284,-0.010712373
B8BSRY1,CANADA,DMSC,STORNOWAY DIAMOND,Materials,0.875432957,-0.048281362,-0.003898635
6300016,MALAYSIA,EMSC,MATRIX CONCEPTS HOLDINGS,Real Estate,0.875800337,0.401094075,-0.024292845
6054904,BELGIUM,DMSC,ELIA SYSTEM OPERATOR,Utilities,0.876054565,-0.024229704,0.006246096
6050913,JAPAN,DMSC,SANYO CHEMICAL IND,Materials,0.876158413,0.026582149,0.005267779
B62WZW2,DENMARK,DM,COLOPLAST B,Health Care Equipment & Services,0.876531764,-0.038257102,0.002730375
6870490,INDONESIA,EM,INDOFOOD SUKSES MAKMUR,Food Beverage & Tobacco,0.876951066,0.354659698,0.035583464
B15F9R6,DENMARK,DMSC,D/S NORDEN,Transportation,0.877853945,0.615423515,-0.030418251
6476218,JAPAN,DMSC,YUMESHIN CO,Commercial & Professional Services,0.878160759,-0.076942744,-0.002808989
6439255,FRANCE,DM,ICADE,Real Estate,0.878771671,-0.247452141,0.007898894
BFSSCF9,KOREA,EMSC,NHN KCP CORP,Software & Services,0.878926173,-0.381516471,0.005780347
B1TK201,USA,DMSC,INSTALLED BUILDING,Consumer Durables & Apparel,0.879148876,-0.220785154,0.009589041
6010047,JAPAN,DMSC,KANDENKO CO,Capital Goods,0.882165301,-0.018177193,-0.004622496
6196550,UNITED KINGDOM,DMSC,ON THE BEACH GROUP,Retailing,0.88230067,-0.093080202,-0.011290323
6010092,UNITED KINGDOM,DMSC,KAZ MINERALS,Materials,0.883394615,0.73665894,0.003931848
6010207,AUSTRIA,DMSC,SEMPERIT AG HOLDING,Capital Goods,0.8835569,-0.036040657,-0.005861665
6010326,ITALY,DMSC,MARR SPA,Food & Staples Retailing,0.883885025,0.238282194,-0.006122449
6019419,CHINA,EMSC,CHAOWEI POWER HOLDINGS,Automobiles & Components,0.884646478,0.173580614,0.00619195
6249120,ISRAEL,DMSC,ELECTRA (ISRAEL),Capital Goods,0.884999747,0.086540357,0
6010649,CANADA,DM,FIRST CAPITAL REALTY INC,Real Estate,0.885197661,0.603694286,-0.01343785
BYXBLB5,ITALY,DMSC,CAIRO COMMUNICATIONS,Media,0.886005264,-0.366726613,0.056994819
6011200,MEXICO,EM,AMERICA MOVIL L,Telecommunication Services,0.886183541,0.076111089,-0.014084507
6011653,CHINA,EMSC,SHANGHAI LINGYUN IND B,Utilities,0.886508607,0.203374331,-0.00931677
B0ZGMK6,INDONESIA,EM,PAKUWON JATI,Real Estate,0.887028269,0.126316684,-0.001033058
6021481,JAPAN,DMSC,FUJI CO,Retailing,0.887932577,-0.154258731,0.008274984
6027304,GERMANY,DM,PORSCHE AUTOMOBIL VZG,Automobiles & Components,0.887955883,0.177100513,-0.010722796
6388238,INDIA,EMSC,JUBILANT FOODWORKS,Consumer Services,0.88802597,0.35292694,-0.015948963
6468141,CHINA,EMSC,NORTH MINING SHARES CO,Materials,0.89052418,0.460871245,0
B3PQXL5,KOREA,EMSC,HUCHEMS FINE CHEMICAL,Materials,0.891023811,0.279232814,0.02411791
6044109,JAPAN,DMSC,ARDEPRO CO,Real Estate,0.893216765,0.175820741,-0.010330579
6045759,JAPAN,DMSC,MONOTARO CO,Capital Goods,0.893496974,0.066323922,-0.009661836
6045823,JAPAN,DM,MCDONALD'S HLDGS CO JP,Consumer Services,0.893942577,0.237060839,-0.015665796
6045878,JAPAN,DM,FAST RETAILING CO,Retailing,0.895982061,-0.047946132,-0.013580247
6048004,TURKEY,EMSC,IS GAYRIMENKUL YATIRIM,Real Estate,0.896263878,0.408891536,-0.027962716
B23QCF7,SWITZERLAND,DMSC,VAT GROUP,Capital Goods,0.896552252,0.916067171,-0.019363762
6721930,CHINA,EM,CHINA MEDICAL SYSTEM,"Pharmaceuticals, Biotechnology & Life Sciences",0.896677621,-0.151489205,-0.009917355
6742157,INDIA,EMSC,LARSEN AND TOUBRO INFO,Software & Services,0.897992254,0.416524387,0.012345679
6049632,KOREA,EMSC,SFA SEMICON CO,Semiconductors & Semiconductor Equipment,0.898473066,0.45138916,-0.001257862
6480929,CHINA,EM,CHINA EVERBRIGHT INTL,Commercial & Professional Services,0.898724044,-0.016636764,-0.005747126
B01WP21,SOUTH AFRICA,EM,EXXARO RESOURCES,Energy,0.899604887,-0.071390336,-0.016999261
6054788,JAPAN,DMSC,TOYO KOHAN CO,Materials,0.900139613,0.091478203,-0.016969697
B60DQZ7,HONG KONG,DM,GALAXY ENTERTAINMENT GRP,Consumer Services,0.901428654,0.333048168,-0.007364545
B019MQ5,AUSTRALIA,DMSC,IDP EDUCATION,Consumer Services,0.901558798,-0.088664634,-0.003891051
6056052,MEXICO,EMSC,GRUPO HERDEZ,Food Beverage & Tobacco,0.901930828,-0.380934786,-0.004033737
